term,pinyin,cleaned_pinyin,updated_pinyin
补酒,bǔjiǔ,bǔjiǔ,bǔ jiǔ
茹毛饮血,rúmáo-yǐnxuè,rúmáo yǐnxuè,rú máo yǐn xuè
木槿,mùjǐn,mùjǐn,mù jǐn
屋基,wūjī,wūjī,wū jī
家长里短,jiācháng-lǐduǎn,jiācháng lǐduǎn,jiā cháng lǐ duǎn
括弧,kuòhú,kuòhú,kuò hú
闲荡,xiándàng,xiándàng,xián dàng
直接经验,zhíjiē jīngyàn,zhíjiē jīngyàn,zhí jiē jīng yàn
正中下怀,zhèngzhòng-xiàhuái,zhèngzhòng xiàhuái,zhèng zhòng xià huái
嘴尖,zuǐjiān,zuǐjiān,zuǐ jiān
对牛弹琴,duìniú-tánqín,duìniú tánqín,duì niú tán qín
将功补过,jiānggōng-bǔguò,jiānggōng bǔguò,jiāng gōng bǔ guò
加号,jiāhào,jiāhào,jiā hào
打家劫舍,dǎjiā-jiéshè,dǎjiā jiéshè,dǎ jiā jié shè
下巴颏儿,xiàbakēr,xiàbakēr,xià ba kē er
如狼似虎,rúláng-sìhǔ,rúláng sìhǔ,rú láng sì hǔ
高粱米,gāoliangmǐ,gāoliangmǐ,gāo liang mǐ
添丁,tiāndīng,tiāndīng,tiān dīng
逆子,nìzǐ,nìzǐ,nì zǐ
色度,sèdù,sèdù,sè dù
湖田,hútián,hútián,hú tián
上肥,shàngféi,shàngféi,shàng féi
城壕,chéngháo,chéngháo,chéng háo
泅渡,qiúdù,qiúdù,qiú dù
革故鼎新,gégù-dǐngxīn,gégù dǐngxīn,gé gù dǐng xīn
纂修,zuǎnxiū,zuǎnxiū,zuǎn xiū
扎染,zārǎn,zārǎn,zā rǎn
停摆,tíngbǎi,tíngbǎi,tíng bǎi
兔儿爷,tùryé,tùryé,tù er yé
吃不开,chībukāi,chībukāi,chī bu kāi
五岭,wǔlǐng,wǔlǐng,wǔ lǐng
阳沟,yánggōu,yánggōu,yáng gōu
赊欠,shēqiàn,shēqiàn,shē qiàn
鼓气,gǔqì,gǔqì,gǔ qì
深通,shēntōng,shēntōng,shēn tōng
人心不古,rénxīn-bùgǔ,rénxīn bùgǔ,rén xīn bù gǔ
蹦极,bèngjí,bèngjí,bèng jí
治印,zhìyìn,zhìyìn,zhì yìn
酷肖,kùxiào,kùxiào,kù xiào
慎独,shèndú,shèndú,shèn dú
船桨,chuánjiǎng,chuánjiǎng,chuán jiǎng
笔墨官司,bǐmò-guānsi,bǐmò guānsi,bǐ mò guān si
横街,héngjiē,héngjiē,héng jiē
赤金,chìjīn,chìjīn,chì jīn
端砚,duānyàn,duānyàn,duān yàn
车辕,chēyuán,chēyuán,chē yuán
复市,fùshì,fùshì,fù shì
越职,yuèzhí,yuèzhí,yuè zhí
瞩望,zhǔwàng,zhǔwàng,zhǔ wàng
激浊扬清,jīzhuó-yángqīng,jīzhuó yángqīng,jī zhuó yáng qīng
滚珠,gǔnzhū,gǔnzhū,gǔn zhū
鄙陋,bǐlòu,bǐlòu,bǐ lòu
失道寡助,shīdào-guǎzhù,shīdào guǎzhù,shī dào guǎ zhù
铁笔,tiěbǐ,tiěbǐ,tiě bǐ
合脚,héjiǎo,héjiǎo,hé jiǎo
海菜,hǎicài,hǎicài,hǎi cài
申冤,shēnyuān,shēnyuān,shēn yuān
撒泼,sāpō,sāpō,sā pō
唱功,chànggōng,chànggōng,chàng gōng
电瓶车,diànpíngchē,diànpíngchē,diàn píng chē
家景,jiājǐng,jiājǐng,jiā jǐng
色欲,sèyù,sèyù,sè yù
彝文,yíwén,yíwén,yí wén
家祭,jiājì,jiājì,jiā jì
灶屋,zàowū,zàowū,zào wū
鱼鹰,yúyīng,yúyīng,yú yīng
旗语,qíyǔ,qíyǔ,qí yǔ
里通外国,lǐtōngwàiguó,lǐtōngwàiguó,lǐ tōng wài guó
爽约,shuǎngyuē,shuǎngyuē,shuǎng yuē
灰分,huīfèn,huīfèn,huī fèn
莽汉,mǎnghàn,mǎnghàn,mǎng hàn
舅爷,jiùyé,jiùyé,jiù yé
祭器,jìqì,jìqì,jì qì
旁观者清,pángguānzhěqīng,pángguānzhěqīng,páng guān zhě qīng
万金油,wànjīnyóu,wànjīnyóu,wàn jīn yóu
生花妙笔,shēnghuā-miàobǐ,shēnghuā miàobǐ,shēng huā miào bǐ
贻害无穷,yíhài-wúqióng,yíhài wúqióng,yí hài wú qióng
骄纵,jiāozòng,jiāozòng,jiāo zòng
抹灰,mǒhuī,mǒhuī,mǒ huī
不识抬举,bùshí-táiju,bùshí táiju,bù shí tái ju
生物电,shēngwùdiàn,shēngwùdiàn,shēng wù diàn
虚字,xūzì,xūzì,xū zì
毒刑,dúxíng,dúxíng,dú xíng
反光镜,fǎnguāngjìng,fǎnguāngjìng,fǎn guāng jìng
棒子面,bàngzimiàn,bàngzimiàn,bàng zi miàn
要子,yàozi,yàozi,yào zi
跑鞋,pǎoxié,pǎoxié,pǎo xié
恍如隔世,huǎngrúgéshì,huǎngrúgéshì,huǎng rú gé shì
悔过书,huǐguòshū,huǐguòshū,huǐ guò shū
明媒正娶,míngméi-zhèngqǔ,míngméi zhèngqǔ,míng méi zhèng qǔ
大年夜,dàniányè,dàniányè,dà nián yè
汤剂,tāngjì,tāngjì,tāng jì
大路菜,dàlùcài,dàlùcài,dà lù cài
找平,zhǎopíng,zhǎopíng,zhǎo píng
条陈,tiáochén,tiáochén,tiáo chén
污言秽语,wūyán-huìyǔ,wūyán huìyǔ,wū yán huì yǔ
频带,píndài,píndài,pín dài
钢珠,gāngzhū,gāngzhū,gāng zhū
浪谷,lànggǔ,lànggǔ,làng gǔ
本旨,běnzhǐ,běnzhǐ,běn zhǐ
打官腔,dǎguānqiāng,dǎguānqiāng,dǎ guān qiāng
闲工夫,xiángōngfu,xiángōngfu,xián gōng fu
建置,jiànzhì,jiànzhì,jiàn zhì
褡裢,dālian,dālian,dā lian
非同凡响,fēitóng-fánxiǎng,fēitóng fánxiǎng,fēi tóng fán xiǎng
张三李四,zhāngsān-lǐsì,zhāngsān lǐsì,zhāng sān lǐ sì
定向生,dìngxiàngshēng,dìngxiàngshēng,dìng xiàng shēng
生辰八字,shēngchén bāzì,shēngchén bāzì,shēng chén bā zì
金缕玉衣,jīnlǚ yùyī,jīnlǚ yùyī,jīn lǚ yù yī
小苏打,xiǎosūdá,xiǎosūdá,xiǎo sū dá
老少咸宜,lǎoshào-xiányí,lǎoshào xiányí,lǎo shào xián yí
托孤,tuōgū,tuōgū,tuō gū
背黑锅,bēihēiguō,bēihēiguō,bēi hēi guō
影印件,yǐngyìnjiàn,yǐngyìnjiàn,yǐng yìn jiàn
螺丝刀,luósīdāo,luósīdāo,luó sī dāo
兜子,dōuzi,dōuzi,dōu zi
谢礼,xièlǐ,xièlǐ,xiè lǐ
红参,hóngshēn,hóngshēn,hóng shēn
苍鹭,cānglù,cānglù,cāng lù
效命,xiàomìng,xiàomìng,xiào mìng
乌青,wūqīng,wūqīng,wū qīng
犯困,fànkùn,fànkùn,fàn kùn
周波,zhōubō,zhōubō,zhōu bō
发丧,fāsāng,fāsāng,fā sāng
细瓷,xìcí,xìcí,xì cí
电门,diànmén,diànmén,diàn mén
漆匠,qījiang,qījiang,qī jiang
铁灰,tiěhuī,tiěhuī,tiě huī
寻花问柳,xúnhuā-wènliǔ,xúnhuā wènliǔ,xún huā wèn liǔ
桑葚,sāngshèn,sāngshèn,sāng shèn
糖化,tánghuà,tánghuà,táng huà
自行火炮,zìxíng huǒpào,zìxíng huǒpào,zì xíng huǒ pào
耳旁风,ěrpángfēng,ěrpángfēng,ěr páng fēng
寅吃卯粮,yínchīmǎoliáng,yínchīmǎoliáng,yín chī mǎo liáng
引逗,yǐndòu,yǐndòu,yǐn dòu
拜别,bàibié,bàibié,bài bié
苦肉计,kǔròujì,kǔròujì,kǔ ròu jì
僭越,jiànyuè,jiànyuè,jiàn yuè
初婚,chūhūn,chūhūn,chū hūn
月下老人,yuèxià lǎorén,yuèxià lǎorén,yuè xià lǎo rén
焊枪,hànqiāng,hànqiāng,hàn qiāng
描眉,miáoméi,miáoméi,miáo méi
麦芒,màimáng,màimáng,mài máng
付之一笑,fùzhī-yīxiào,fùzhī yīxiào,fù zhī yī xiào
属员,shǔyuán,shǔyuán,shǔ yuán
嘶喊,sīhǎn,sīhǎn,sī hǎn
特别快车,tèbié kuàichē,tèbié kuàichē,tè bié kuài chē
菜牛,càiniú,càiniú,cài niú
奇珍异宝,qízhēn-yìbǎo,qízhēn yìbǎo,qí zhēn yì bǎo
大老粗,dàlǎocū,dàlǎocū,dà lǎo cū
丹凤眼,dānfèngyǎn,dānfèngyǎn,dān fèng yǎn
马蹄莲,mǎtílián,mǎtílián,mǎ tí lián
留余地,liúyúdì,liúyúdì,liú yú dì
单眼皮,dānyǎnpí,dānyǎnpí,dān yǎn pí
水藻,shuǐzǎo,shuǐzǎo,shuǐ zǎo
霜降,shuāngjiàng,shuāngjiàng,shuāng jiàng
打小报告,dǎxiǎobàogào,dǎxiǎobàogào,dǎ xiǎo bào gào
补缀,bǔzhuì,bǔzhuì,bǔ zhuì
酒力,jiǔlì,jiǔlì,jiǔ lì
快照,kuàizhào,kuàizhào,kuài zhào
嚼舌,jiáoshé,jiáoshé,jiáo shé
吊球,diàoqiú,diàoqiú,diào qiú
侵夺,qīnduó,qīnduó,qīn duó
电锯,diànjù,diànjù,diàn jù
蛇蝎,shéxiē,shéxiē,shé xiē
严父,yánfù,yánfù,yán fù
结痂,jiéjiā,jiéjiā,jié jiā
笔译,bǐyì,bǐyì,bǐ yì
纤毫,xiānháo,xiānháo,xiān háo
蝼蚁,lóuyǐ,lóuyǐ,lóu yǐ
抽搭,chōuda,chōuda,chōu da
艳福,yànfú,yànfú,yàn fú
肺泡,fèipào,fèipào,fèi pào
奉迎,fèngyíng,fèngyíng,fèng yíng
拂拭,fúshì,fúshì,fú shì
黄泛区,huángfànqū,huángfànqū,huáng fàn qū
碉楼,diāolóu,diāolóu,diāo lóu
无关宏旨,wúguān-hóngzhǐ,wúguān hóngzhǐ,wú guān hóng zhǐ
贪求,tānqiú,tānqiú,tān qiú
阳坡,yángpō,yángpō,yáng pō
站票,zhànpiào,zhànpiào,zhàn piào
上寿,shàngshòu,shàngshòu,shàng shòu
表链,biǎoliàn,biǎoliàn,biǎo liàn
中端,zhōngduān,zhōngduān,zhōng duān
连襟,liánjīn,liánjīn,lián jīn
走步,zǒubù,zǒubù,zǒu bù
开夜车,kāiyèchē,kāiyèchē,kāi yè chē
羊皮筏,yángpífá,yángpífá,yáng pí fá
汗涔涔,hàncéncén,hàncéncén,hàn cén cén
霄汉,xiāohàn,xiāohàn,xiāo hàn
终久,zhōngjiǔ,zhōngjiǔ,zhōng jiǔ
暴死,bàosǐ,bàosǐ,bào sǐ
迷幻药,míhuànyào,míhuànyào,mí huàn yào
山大王,shāndàiwang,shāndàiwang,shān dài wang
白兰花,báilánhuā,báilánhuā,bái lán huā
芝麻官,zhīmaguān,zhīmaguān,zhī ma guān
始发站,shǐfāzhàn,shǐfāzhàn,shǐ fā zhàn
硬伤,yìngshāng,yìngshāng,yìng shāng
合二而一,hé'èr'éryī,hé èr éryī,hé èr ér yī
东乡族,dōngxiāngzú,dōngxiāngzú,dōng xiāng zú
诱降,yòuxiáng,yòuxiáng,yòu xiáng
韬光养晦,tāoguāng-yǎnghuì,tāoguāng yǎnghuì,tāo guāng yǎng huì
目无法纪,mùwúfǎjì,mùwúfǎjì,mù wú fǎ jì
石拱桥,shígǒngqiáo,shígǒngqiáo,shí gǒng qiáo
水磨石,shuǐmóshí,shuǐmóshí,shuǐ mó shí
铁骨铮铮,tiěgǔ-zhēngzhēng,tiěgǔ zhēngzhēng,tiě gǔ zhēng zhēng
老账,lǎozhàng,lǎozhàng,lǎo zhàng
超然物外,chāorán-wùwài,chāorán wùwài,chāo rán wù wài
精编,jīngbiān,jīngbiān,jīng biān
力荐,lìjiàn,lìjiàn,lì jiàn
语惊四座,yǔjīngsìzuò,yǔjīngsìzuò,yǔ jīng sì zuò
幽微,yōuwēi,yōuwēi,yōu wēi
杂糅,záróu,záróu,zá róu
银锭,yíndìng,yíndìng,yín dìng
痈疽,yōngjū,yōngjū,yōng jū
品红,pǐnhóng,pǐnhóng,pǐn hóng
摇船,yáochuán,yáochuán,yáo chuán
挂红,guàhóng,guàhóng,guà hóng
旱象,hànxiàng,hànxiàng,hàn xiàng
岩羊,yányáng,yányáng,yán yáng
受阅,shòuyuè,shòuyuè,shòu yuè
尿床,niàochuáng,niàochuáng,niào chuáng
旬日,xúnrì,xúnrì,xún rì
祝祷,zhùdǎo,zhùdǎo,zhù dǎo
利钱,lìqián,lìqián,lì qián
挂碍,guà'ài,guà ài,guà ài
鬼迷心窍,guǐmíxīnqiào,guǐmíxīnqiào,guǐ mí xīn qiào
解乏,jiěfá,jiěfá,jiě fá
横死,hèngsǐ,hèngsǐ,hèng sǐ
秋海棠,qiūhǎitáng,qiūhǎitáng,qiū hǎi táng
背包袱,bēibāofu,bēibāofu,bēi bāo fu
游春,yóuchūn,yóuchūn,yóu chūn
油毛毡,yóumáozhān,yóumáozhān,yóu máo zhān
龟背,guībèi,guībèi,guī bèi
裁断,cáiduàn,cáiduàn,cái duàn
高山仰止,gāoshān-yǎngzhǐ,gāoshān yǎngzhǐ,gāo shān yǎng zhǐ
忧闷,yōumèn,yōumèn,yōu mèn
搓洗,cuōxǐ,cuōxǐ,cuō xǐ
一毛不拔,yīmáo-bùbá,yīmáo bùbá,yī máo bù bá
流气,liúqì,liúqì,liú qì
加湿器,jiāshīqì,jiāshīqì,jiā shī qì
尸横遍野,shīhéngbiànyě,shīhéngbiànyě,shī héng biàn yě
配搭,pèidā,pèidā,pèi dā
暗房,ànfáng,ànfáng,àn fáng
素常,sùcháng,sùcháng,sù cháng
油泥,yóuní,yóuní,yóu ní
背鳍,bèiqí,bèiqí,bèi qí
洋奴,yángnú,yángnú,yáng nú
落槌,luòchuí,luòchuí,luò chuí
苦中作乐,kǔzhōng-zuòlè,kǔzhōng zuòlè,kǔ zhōng zuò lè
在所不辞,zàisuǒbùcí,zàisuǒbùcí,zài suǒ bù cí
黑面包,hēimiànbāo,hēimiànbāo,hēi miàn bāo
微言大义,wēiyán-dàyì,wēiyán dàyì,wēi yán dà yì
酷烈,kùliè,kùliè,kù liè
拌种,bànzhǒng,bànzhǒng,bàn zhǒng
字汇,zìhuì,zìhuì,zì huì
搭盖,dāgài,dāgài,dā gài
洞府,dòngfǔ,dòngfǔ,dòng fǔ
形胜,xíngshèng,xíngshèng,xíng shèng
狼心狗肺,lángxīn-gǒufèi,lángxīn gǒufèi,láng xīn gǒu fèi
正论,zhènglùn,zhènglùn,zhèng lùn
卑怯,bēiqiè,bēiqiè,bēi qiè
碘酒,diǎnjiǔ,diǎnjiǔ,diǎn jiǔ
掩蔽部,yǎnbìbù,yǎnbìbù,yǎn bì bù
绑扎,bǎngzā,bǎngzā,bǎng zā
草虫,cǎochóng,cǎochóng,cǎo chóng
明断,míngduàn,míngduàn,míng duàn
苗语,miáoyǔ,miáoyǔ,miáo yǔ
供案,gòng'àn,gòng àn,gòng àn
胚芽,pēiyá,pēiyá,pēi yá
凑集,còují,còují,còu jí
香茗,xiāngmíng,xiāngmíng,xiāng míng
油腔滑调,yóuqiāng-huádiào,yóuqiāng huádiào,yóu qiāng huá diào
深透,shēntòu,shēntòu,shēn tòu
愚见,yújiàn,yújiàn,yú jiàn
卖乖,màiguāi,màiguāi,mài guāi
斑痕,bānhén,bānhén,bān hén
法帖,fǎtiè,fǎtiè,fǎ tiè
美差,měichāi,měichāi,měi chāi
密语,mìyǔ,mìyǔ,mì yǔ
轻油,qīngyóu,qīngyóu,qīng yóu
亲子鉴定,qīnzǐ jiàndìng,qīnzǐ jiàndìng,qīn zǐ jiàn dìng
珙桐,gǒngtóng,gǒngtóng,gǒng tóng
古远,gǔyuǎn,gǔyuǎn,gǔ yuǎn
冬宫,dōnggōng,dōnggōng,dōng gōng
滑石粉,huáshífěn,huáshífěn,huá shí fěn
幻想曲,huànxiǎngqǔ,huànxiǎngqǔ,huàn xiǎng qǔ
衣不蔽体,yībùbìtǐ,yībùbìtǐ,yī bù bì tǐ
漂亮话,piàolianghuà,piàolianghuà,piào liang huà
曲里拐弯,qūliguǎiwān,qūliguǎiwān,qū li guǎi wān
乙醚,yǐmí,yǐmí,yǐ mí
进谏,jìnjiàn,jìnjiàn,jìn jiàn
异趣,yìqù,yìqù,yì qù
严丝合缝,yánsī-héfèng,yánsī héfèng,yán sī hé fèng
低等动物,dīděng dòngwù,dīděng dòngwù,dī děng dòng wù
徽号,huīhào,huīhào,huī hào
孙媳妇,sūnxífu,sūnxífu,sūn xí fu
四旁,sìpáng,sìpáng,sì páng
丧家之犬,sàngjiāzhīquǎn,sàngjiāzhīquǎn,sàng jiā zhī quǎn
发刊词,fākāncí,fākāncí,fā kān cí
卓尔不群,zhuó'ěr-bùqún,zhuó ěr bùqún,zhuó ěr bù qún
万年历,wànniánlì,wànniánlì,wàn nián lì
对流层,duìliúcéng,duìliúcéng,duì liú céng
七窍生烟,qīqiào-shēngyān,qīqiào shēngyān,qī qiào shēng yān
狐仙,húxiān,húxiān,hú xiān
调包,diàobāo,diàobāo,diào bāo
足赤,zúchì,zúchì,zú chì
水疗,shuǐliáo,shuǐliáo,shuǐ liáo
残兵败将,cánbīng-bàijiàng,cánbīng bàijiàng,cán bīng bài jiàng
围桌,wéizhuō,wéizhuō,wéi zhuō
洗染,xǐrǎn,xǐrǎn,xǐ rǎn
冲抵,chōngdǐ,chōngdǐ,chōng dǐ
恋旧,liànjiù,liànjiù,liàn jiù
求欢,qiúhuān,qiúhuān,qiú huān
面瘫,miàntān,miàntān,miàn tān
遮光,zhēguāng,zhēguāng,zhē guāng
茶食,cháshi,cháshi,chá shi
显耀,xiǎnyào,xiǎnyào,xiǎn yào
镜台,jìngtái,jìngtái,jìng tái
毛细管,máoxìguǎn,máoxìguǎn,máo xì guǎn
妇婴,fùyīng,fùyīng,fù yīng
复诵,fùsòng,fùsòng,fù sòng
试样,shìyàng,shìyàng,shì yàng
挂靴,guàxuē,guàxuē,guà xuē
护佑,hùyòu,hùyòu,hù yòu
咽喉炎,yānhóuyán,yānhóuyán,yān hóu yán
透雨,tòuyǔ,tòuyǔ,tòu yǔ
串演,chuànyǎn,chuànyǎn,chuàn yǎn
乡规民约,xiāngguī-mínyuē,xiāngguī mínyuē,xiāng guī mín yuē
兽行,shòuxíng,shòuxíng,shòu xíng
变速器,biànsùqì,biànsùqì,biàn sù qì
中伏,zhōngfú,zhōngfú,zhōng fú
发蒙,fāmēng,fāmēng,fā mēng
发蒙,fāméng,fāméng,fā méng
报功,bàogōng,bàogōng,bào gōng
恩重如山,ēnzhòng-rúshān,ēnzhòng rúshān,ēn zhòng rú shān
花萼,huā'è,huā è,huā è
嘻皮笑脸,xīpí-xiàoliǎn,xīpí xiàoliǎn,xī pí xiào liǎn
吐故纳新,tǔgù-nàxīn,tǔgù nàxīn,tǔ gù nà xīn
民脂民膏,mínzhī-míngāo,mínzhī míngāo,mín zhī mín gāo
瓮中之鳖,wèngzhōngzhībiē,wèngzhōngzhībiē,wèng zhōng zhī biē
面授机宜,miànshòu-jīyí,miànshòu jīyí,miàn shòu jī yí
八字胡,bāzìhú,bāzìhú,bā zì hú
做亲,zuòqīn,zuòqīn,zuò qīn
沉冤,chényuān,chényuān,chén yuān
电子秤,diànzǐchèng,diànzǐchèng,diàn zǐ chèng
闻鸡起舞,wénjī-qǐwǔ,wénjī qǐwǔ,wén jī qǐ wǔ
飞扬跋扈,fēiyáng-báhù,fēiyáng báhù,fēi yáng bá hù
巫医,wūyī,wūyī,wū yī
木简,mùjiǎn,mùjiǎn,mù jiǎn
传代,chuándài,chuándài,chuán dài
家庭病床,jiātíng bìngchuáng,jiātíng bìngchuáng,jiā tíng bìng chuáng
荒村,huāngcūn,huāngcūn,huāng cūn
隐遁,yǐndùn,yǐndùn,yǐn dùn
胸章,xiōngzhāng,xiōngzhāng,xiōng zhāng
起夜,qǐyè,qǐyè,qǐ yè
湘莲,xiānglián,xiānglián,xiāng lián
冷兵器,lěngbīngqì,lěngbīngqì,lěng bīng qì
门巴族,ménbāzú,ménbāzú,mén bā zú
黄斑,huángbān,huángbān,huáng bān
吊打,diàodǎ,diàodǎ,diào dǎ
灯彩,dēngcǎi,dēngcǎi,dēng cǎi
配给制,pèijǐzhì,pèijǐzhì,pèi jǐ zhì
草字,cǎozì,cǎozì,cǎo zì
瓮城,wèngchéng,wèngchéng,wèng chéng
皱折,zhòuzhé,zhòuzhé,zhòu zhé
近便,jìnbian,jìnbian,jìn bian
娇小玲珑,jiāoxiǎo-línglóng,jiāoxiǎo línglóng,jiāo xiǎo líng lóng
电暖器,diànnuǎnqì,diànnuǎnqì,diàn nuǎn qì
凡心,fánxīn,fánxīn,fán xīn
万事通,wànshìtōng,wànshìtōng,wàn shì tōng
亲随,qīnsuí,qīnsuí,qīn suí
飞来横祸,fēilái-hènghuò,fēilái hènghuò,fēi lái hèng huò
硬结,yìngjié,yìngjié,yìng jié
长绒棉,chángróngmián,chángróngmián,cháng róng mián
狐假虎威,hújiǎhǔwēi,hújiǎhǔwēi,hú jiǎ hǔ wēi
春风满面,chūnfēng-mǎnmiàn,chūnfēng mǎnmiàn,chūn fēng mǎn miàn
酒酣耳热,jiǔhān-ěrrè,jiǔhān ěrrè,jiǔ hān ěr rè
软磨硬泡,ruǎnmó-yìngpào,ruǎnmó yìngpào,ruǎn mó yìng pào
参拍,cānpāi,cānpāi,cān pāi
嗓门儿,sǎngménr,sǎngménr,sǎng mén er
真名实姓,zhēnmíng-shíxìng,zhēnmíng shíxìng,zhēn míng shí xìng
金枝玉叶,jīnzhī-yùyè,jīnzhī yùyè,jīn zhī yù yè
能屈能伸,néngqū-néngshēn,néngqū néngshēn,néng qū néng shēn
因时制宜,yīnshí-zhìyí,yīnshí zhìyí,yīn shí zhì yí
揣想,chuǎixiǎng,chuǎixiǎng,chuǎi xiǎng
寿比南山,shòubǐnánshān,shòubǐnánshān,shòu bǐ nán shān
盖棺论定,gàiguān-lùndìng,gàiguān lùndìng,gài guān lùn dìng
推己及人,tuījǐ-jírén,tuījǐ jírén,tuī jǐ jí rén
上吐下泻,shàngtù-xiàxiè,shàngtù xiàxiè,shàng tù xià xiè
绳套,shéngtào,shéngtào,shéng tào
国富民强,guófù-mínqiáng,guófù mínqiáng,guó fù mín qiáng
一时一刻,yīshí-yīkè,yīshí yīkè,yī shí yī kè
哀恸,āitòng,āitòng,āi tòng
一失足成千古恨,yī shīzú chéng qiāngǔ hèn,yī shīzú chéng qiāngǔ hèn,yī shī zú chéng qiān gǔ hèn
学无止境,xuéwúzhǐjìng,xuéwúzhǐjìng,xué wú zhǐ jìng
杀鸡取卵,shājī-qǔluǎn,shājī qǔluǎn,shā jī qǔ luǎn
折戟沉沙,zhéjǐ-chénshā,zhéjǐ chénshā,zhé jǐ chén shā
夫权,fūquán,fūquán,fū quán
驯良,xùnliáng,xùnliáng,xùn liáng
祸从天降,huòcóngtiānjiàng,huòcóngtiānjiàng,huò cóng tiān jiàng
奇货可居,qíhuò-kějū,qíhuò kějū,qí huò kě jū
闹着玩儿,nàozhewánr,nàozhewánr,nào zhe wán er
无名之辈,wúmíngzhībèi,wúmíngzhībèi,wú míng zhī bèi
漠然置之,mòrán-zhìzhī,mòrán zhìzhī,mò rán zhì zhī
乐不思蜀,lèbùsīshǔ,lèbùsīshǔ,lè bù sī shǔ
废油,fèiyóu,fèiyóu,fèi yóu
三六九等,sān-liù-jiǔděng,sān liù jiǔděng,sān liù jiǔ děng
狱医,yùyī,yùyī,yù yī
追本溯源,zhuīběn-sùyuán,zhuīběn sùyuán,zhuī běn sù yuán
任其自然,rènqízìrán,rènqízìrán,rèn qí zì rán
各奔前程,gèbènqiánchéng,gèbènqiánchéng,gè bèn qián chéng
初潮,chūcháo,chūcháo,chū cháo
谶语,chènyǔ,chènyǔ,chèn yǔ
试演,shìyǎn,shìyǎn,shì yǎn
胁从,xiécóng,xiécóng,xié cóng
芸豆,yúndòu,yúndòu,yún dòu
羚牛,língniú,língniú,líng niú
议而不决,yì'érbùjué,yì érbùjué,yì ér bù jué
债户,zhàihù,zhàihù,zhài hù
斜街,xiéjiē,xiéjiē,xié jiē
浩叹,hàotàn,hàotàn,hào tàn
咬合,yǎohé,yǎohé,yǎo hé
焙干,bèigān,bèigān,bèi gān
系念,xìniàn,xìniàn,xì niàn
管饭,guǎnfàn,guǎnfàn,guǎn fàn
犯疑,fànyí,fànyí,fàn yí
疑忌,yíjì,yíjì,yí jì
显形,xiǎnxíng,xiǎnxíng,xiǎn xíng
掷弹筒,zhìdàntǒng,zhìdàntǒng,zhì dàn tǒng
泡泡糖,pàopaotáng,pàopaotáng,pào pao táng
回纥,huíhé,huíhé,huí hé
减数,jiǎnshù,jiǎnshù,jiǎn shù
雨花石,yǔhuāshí,yǔhuāshí,yǔ huā shí
打尖,dǎjiān,dǎjiān,dǎ jiān
闹肚子,nàodùzi,nàodùzi,nào dù zi
挂件,guàjiàn,guàjiàn,guà jiàn
犬齿,quǎnchǐ,quǎnchǐ,quǎn chǐ
界桩,jièzhuāng,jièzhuāng,jiè zhuāng
医士,yīshì,yīshì,yī shì
外耳,wài'ěr,wài ěr,wài ěr
免验,miǎnyàn,miǎnyàn,miǎn yàn
洗濯,xǐzhuó,xǐzhuó,xǐ zhuó
摇橹,yáolǔ,yáolǔ,yáo lǔ
珠花,zhūhuā,zhūhuā,zhū huā
内秀,nèixiù,nèixiù,nèi xiù
过家家,guòjiājiā,guòjiājiā,guò jiā jiā
饿殍,èpiǎo,èpiǎo,è piǎo
机杼,jīzhù,jīzhù,jī zhù
讨人嫌,tǎorénxián,tǎorénxián,tǎo rén xián
气焊,qìhàn,qìhàn,qì hàn
劝谏,quànjiàn,quànjiàn,quàn jiàn
异文,yìwén,yìwén,yì wén
蛀牙,zhùyá,zhùyá,zhù yá
清口,qīngkǒu,qīngkǒu,qīng kǒu
职掌,zhízhǎng,zhízhǎng,zhí zhǎng
桁架,héngjià,héngjià,héng jià
洒扫,sǎsǎo,sǎsǎo,sǎ sǎo
恭祝,gōngzhù,gōngzhù,gōng zhù
胸牌,xiōngpái,xiōngpái,xiōng pái
吊丧,diàosāng,diàosāng,diào sāng
内胎,nèitāi,nèitāi,nèi tāi
打拍子,dǎpāizi,dǎpāizi,dǎ pāi zi
划拉,huála,huála,huá la
晚班,wǎnbān,wǎnbān,wǎn bān
铺叙,pūxù,pūxù,pū xù
铜匠,tóngjiang,tóngjiang,tóng jiang
憋得慌,biēdehuāng,biēdehuāng,biē de huāng
鸟枪换炮,niǎoqiāng-huànpào,niǎoqiāng huànpào,niǎo qiāng huàn pào
鸡犬升天,jīquǎn-shēngtiān,jīquǎn shēngtiān,jī quǎn shēng tiān
电子音乐,diànzǐ yīnyuè,diànzǐ yīnyuè,diàn zǐ yīn yuè
老旦,lǎodàn,lǎodàn,lǎo dàn
生杀予夺,shēngshā-yǔduó,shēngshā yǔduó,shēng shā yǔ duó
味同嚼蜡,wèitóngjiáolà,wèitóngjiáolà,wèi tóng jiáo là
斩尽杀绝,zhǎnjìn-shājué,zhǎnjìn shājué,zhǎn jìn shā jué
奉若神明,fèngruòshénmíng,fèngruòshénmíng,fèng ruò shén míng
谦谦君子,qiānqiān-jūnzǐ,qiānqiān jūnzǐ,qiān qiān jūn zǐ
吱吱喳喳,zhīzhī-chāchā,zhīzhī chāchā,zhī zhī chā chā
零敲碎打,língqiāo-suìdǎ,língqiāo suìdǎ,líng qiāo suì dǎ
