term,pinyin,cleaned_pinyin
劣种,lièzhǒng,lièzhǒng
货摊,huòtān,huòtān
声母,shēngmǔ,shēngmǔ
工细,gōngxì,gōngxì
静养,jìngyǎng,jìngyǎng
合该,hégāi,hégāi
下乘,xiàchéng,xiàchéng
查点,chádiǎn,chádiǎn
混日子,hùnrìzi,hùnrìzi
公愤,gōngfèn,gōngfèn
务虚,wùxū,wùxū
杂工,zágōng,zágōng
侍立,shìlì,shìlì
寄寓,jìyù,jìyù
王族,wángzú,wángzú
天帝,tiāndì,tiāndì
缓行,huǎnxíng,huǎnxíng
雕版,diāobǎn,diāobǎn
蛾子,ézi,ézi
憋闷,biēmen,biēmen
静穆,jìngmù,jìngmù
换防,huànfáng,huànfáng
换汇,huànhuì,huànhuì
图存,túcún,túcún
船艇,chuántǐng,chuántǐng
水害,shuǐhài,shuǐhài
立秋,lìqiū,lìqiū
山阴,shānyīn,shānyīn
浊水,zhuóshuǐ,zhuóshuǐ
面商,miànshāng,miànshāng
雨雾,yǔwù,yǔwù
刊头,kāntóu,kāntóu
灯谜,dēngmí,dēngmí
二手房,èrshǒufáng,èrshǒufáng
压境,yājìng,yājìng
神佛,shénfó,shénfó
采挖,cǎiwā,cǎiwā
惨景,cǎnjǐng,cǎnjǐng
支招儿,zhīzhāor,zhīzhāor
顿首,dùnshǒu,dùnshǒu
训令,xùnlìng,xùnlìng
暗笑,ànxiào,ànxiào
公式化,gōngshìhuà,gōngshìhuà
获罪,huòzuì,huòzuì
阴湿,yīnshī,yīnshī
伟力,wěilì,wěilì
纤夫,qiànfū,qiànfū
当令,dānglìng,dānglìng
喝问,hèwèn,hèwèn
素雅,sùyǎ,sùyǎ
面糊,miànhù,miànhù
面糊,miànhu,miànhu
得寸进尺,décùn-jìnchǐ,décùn jìnchǐ
鱼目混珠,yúmù-hùnzhū,yúmù hùnzhū
同工同酬,tónggōng tóngchóu,tónggōng tóngchóu
唯我独尊,wéiwǒdúzūn,wéiwǒdúzūn
蠢蠢欲动,chǔnchǔn-yùdòng,chǔnchǔn yùdòng
惊恐万状,jīngkǒng-wànzhuàng,jīngkǒng wànzhuàng
寡不敌众,guǎbùdízhòng,guǎbùdízhòng
驾轻就熟,jiàqīng-jiùshú,jiàqīng jiùshú
有机食品,yǒujī shípǐn,yǒujī shípǐn
不可终日,bùkě-zhōngrì,bùkě zhōngrì
优柔寡断,yōuróu-guǎduàn,yōuróu guǎduàn
传呼机,chuánhūjī,chuánhūjī
美食家,měishíjiā,měishíjiā
艺名,yìmíng,yìmíng
异邦,yìbāng,yìbāng
鼻音,bíyīn,bíyīn
引信,yǐnxìn,yǐnxìn
油布,yóubù,yóubù
童谣,tóngyáo,tóngyáo
新闻纸,xīnwénzhǐ,xīnwénzhǐ
狼疮,lángchuāng,lángchuāng
脱壳,tuōké,tuōké
脱壳,tuōqiào,tuōqiào
地极,dìjí,dìjí
粗疏,cūshū,cūshū
公信力,gōngxìnlì,gōngxìnlì
大路货,dàlùhuò,dàlùhuò
可鉴,kějiàn,kějiàn
康健,kāngjiàn,kāngjiàn
五花肉,wǔhuāròu,wǔhuāròu
殿后,diànhòu,diànhòu
冒尖,màojiān,màojiān
中频,zhōngpín,zhōngpín
中班,zhōngbān,zhōngbān
酒水,jiǔshuǐ,jiǔshuǐ
夏至,xiàzhì,xiàzhì
边幅,biānfú,biānfú
兵丁,bīngdīng,bīngdīng
盐矿,yánkuàng,yánkuàng
战旗,zhànqí,zhànqí
补种,bǔzhòng,bǔzhòng
迁怒,qiānnù,qiānnù
欠妥,qiàntuǒ,qiàntuǒ
战书,zhànshū,zhànshū
祈愿,qíyuàn,qíyuàn
花眼,huāyǎn,huāyǎn
华盖,huágài,huágài
佛堂,fótáng,fótáng
首倡,shǒuchàng,shǒuchàng
吐丝,tǔsī,tǔsī
风雷,fēngléi,fēngléi
赔笑,péixiào,péixiào
挤兑,jǐduì,jǐduì
发网,fàwǎng,fàwǎng
当值,dāngzhí,dāngzhí
年刊,niánkān,niánkān
供品,gòngpǐn,gòngpǐn
幕府,mùfǔ,mùfǔ
募股,mùgǔ,mùgǔ
预收,yùshōu,yùshōu
窗明几净,chuāngmíng-jījìng,chuāngmíng jījìng
以身试法,yǐshēn-shìfǎ,yǐshēn shìfǎ
就地取材,jiùdì-qǔcái,jiùdì qǔcái
决一死战,juéyīsǐzhàn,juéyīsǐzhàn
五谷丰登,wǔgǔ-fēngdēng,wǔgǔ fēngdēng
稀稀拉拉,xīxi-lālā,xīxi lālā
快马加鞭,kuàimǎ-jiābiān,kuàimǎ jiābiān
生物防治,shēngwù fángzhì,shēngwù fángzhì
任人唯亲,rènrén-wéiqīn,rènrén wéiqīn
国境线,guójìngxiàn,guójìngxiàn
自画像,zìhuàxiàng,zìhuàxiàng
冥王星,míngwángxīng,míngwángxīng
两张皮,liǎngzhāngpí,liǎngzhāngpí
闯天下,chuǎngtiānxià,chuǎngtiānxià
拿主意,názhǔyi,názhǔyi
首日封,shǒurìfēng,shǒurìfēng
热水瓶,rèshuǐpíng,rèshuǐpíng
打哆嗦,dǎduōsuo,dǎduōsuo
使不得,shǐbude,shǐbude
牛仔服,niúzǎifú,niúzǎifú
兵役制,bīngyìzhì,bīngyìzhì
空白点,kòngbáidiǎn,kòngbáidiǎn
陡增,dǒuzēng,dǒuzēng
绵薄,miánbó,miánbó
漂洗,piǎoxǐ,piǎoxǐ
京官,jīngguān,jīngguān
明黄,mínghuáng,mínghuáng
逼问,bīwèn,bīwèn
收租,shōuzū,shōuzū
假手,jiǎshǒu,jiǎshǒu
信鸽,xìngē,xìngē
触手,chùshǒu,chùshǒu
卜辞,bǔcí,bǔcí
眼波,yǎnbō,yǎnbō
洗牌,xǐpái,xǐpái
熟谙,shú'ān,shú ān
围捕,wéibǔ,wéibǔ
蹉跎,cuōtuó,cuōtuó
怎奈,zěnnài,zěnnài
救兵,jiùbīng,jiùbīng
冲力,chōnglì,chōnglì
师娘,shīniáng,shīniáng
女红,nǚgōng,nǚgōng
守土,shǒutǔ,shǒutǔ
恩泽,ēnzé,ēnzé
集束,jíshù,jíshù
稀烂,xīlàn,xīlàn
说得上,shuōdeshàng,shuōdeshàng
要端,yàoduān,yàoduān
党团员,dǎng-tuányuán,dǎng tuányuán
换钱,huànqián,huànqián
粉墙,fěnqiáng,fěnqiáng
拔除,báchú,báchú
良宵,liángxiāo,liángxiāo
瓦罐,wǎguàn,wǎguàn
翻卷,fānjuǎn,fānjuǎn
粗陋,cūlòu,cūlòu
扩版,kuòbǎn,kuòbǎn
归档,guīdàng,guīdàng
坪坝,píngbà,píngbà
苇丛,wěicóng,wěicóng
饭量,fànliàng,fànliàng
无人过问,wúrén-guòwèn,wúrén guòwèn
苟延残喘,gǒuyán-cánchuǎn,gǒuyán cánchuǎn
大言不惭,dàyán-bùcán,dàyán bùcán
添砖加瓦,tiānzhuān-jiāwǎ,tiānzhuān jiāwǎ
雍容华贵,yōngróng-huáguì,yōngróng huáguì
激光照排,jīguāng zhàopái,jīguāng zhàopái
多此一举,duōcǐyījǔ,duōcǐyījǔ
配货,pèihuò,pèihuò
果仁,guǒrén,guǒrén
雨情,yǔqíng,yǔqíng
受业,shòuyè,shòuyè
出苗,chūmiáo,chūmiáo
水战,shuǐzhàn,shuǐzhàn
小萝卜,xiǎoluóbo,xiǎoluóbo
阻截,zǔjié,zǔjié
坐堂,zuòtáng,zuòtáng
陈迹,chénjì,chénjì
刺目,cìmù,cìmù
猎户,lièhù,lièhù
失察,shīchá,shīchá
烟丝,yānsī,yānsī
属意,zhǔyì,zhǔyì
雇佣兵,gùyōngbīng,gùyōngbīng
门外汉,ménwàihàn,ménwàihàn
包月,bāoyuè,bāoyuè
殉道,xùndào,xùndào
骤变,zhòubiàn,zhòubiàn
忠言,zhōngyán,zhōngyán
路遇,lùyù,lùyù
石印,shíyìn,shíyìn
补给线,bǔjǐxiàn,bǔjǐxiàn
未始,wèishǐ,wèishǐ
结义,jiéyì,jiéyì
讥嘲,jīcháo,jīcháo
此致,cǐzhì,cǐzhì
子午线,zǐwǔxiàn,zǐwǔxiàn
殉情,xùnqíng,xùnqíng
佳句,jiājù,jiājù
颀长,qícháng,qícháng
符咒,fúzhòu,fúzhòu
穷途末路,qióngtú-mòlù,qióngtú mòlù
聚光灯,jùguāngdēng,jùguāngdēng
捣鬼,dǎoguǐ,dǎoguǐ
躬亲,gōngqīn,gōngqīn
现况,xiànkuàng,xiànkuàng
谢恩,xiè'ēn,xiè ēn
天昏地暗,tiānhūn-dì'àn,tiānhūn dì àn
圆舞曲,yuánwǔqǔ,yuánwǔqǔ
移动靶,yídòngbǎ,yídòngbǎ
绿宝石,lǜbǎoshí,lǜbǎoshí
打头阵,dǎtóuzhèn,dǎtóuzhèn
驰援,chíyuán,chíyuán
唇舌,chúnshé,chúnshé
脆嫩,cuìnèn,cuìnèn
簇新,cùxīn,cùxīn
行止,xíngzhǐ,xíngzhǐ
义项,yìxiàng,yìxiàng
宗祠,zōngcí,zōngcí
工余,gōngyú,gōngyú
绿肥,lǜféi,lǜféi
利禄,lìlù,lìlù
世系,shìxì,shìxì
贬斥,biǎnchì,biǎnchì
温润,wēnrùn,wēnrùn
主力舰,zhǔlìjiàn,zhǔlìjiàn
恭听,gōngtīng,gōngtīng
尸检,shījiǎn,shījiǎn
讲师团,jiǎngshītuán,jiǎngshītuán
一言为定,yīyánwéidìng,yīyánwéidìng
付之东流,fùzhī-dōngliú,fùzhī dōngliú
球蛋白,qiúdànbái,qiúdànbái
六神无主,liùshén-wúzhǔ,liùshén wúzhǔ
大帽子,dàmàozi,dàmàozi
阿拉伯数字,ālābó shùzì,ālābó shùzì
小公共,xiǎogōnggòng,xiǎogōnggòng
化验室,huàyànshì,huàyànshì
手辣,shǒulà,shǒulà
橱柜,chúguì,chúguì
曲面,qūmiàn,qūmiàn
定销,dìngxiāo,dìngxiāo
俚语,lǐyǔ,lǐyǔ
缄口,jiānkǒu,jiānkǒu
病夫,bìngfū,bìngfū
脐橙,qíchéng,qíchéng
弃置,qìzhì,qìzhì
总账,zǒngzhàng,zǒngzhàng
印张,yìnzhāng,yìnzhāng
印鉴,yìnjiàn,yìnjiàn
黑话,hēihuà,hēihuà
首犯,shǒufàn,shǒufàn
铁定,tiědìng,tiědìng
牙根,yágēn,yágēn
气井,qìjǐng,qìjǐng
欢畅,huānchàng,huānchàng
菌类,jūnlèi,jūnlèi
赶明儿,gǎnmíngr,gǎnmíngr
晤谈,wùtán,wùtán
冲泡,chōngpào,chōngpào
小别,xiǎobié,xiǎobié
运球,yùnqiú,yùnqiú
关子,guānzi,guānzi
煌煌,huánghuáng,huánghuáng
困乏,kùnfá,kùnfá
年息,niánxī,niánxī
听差,tīngchāi,tīngchāi
沙弥,shāmí,shāmí
譬喻,pìyù,pìyù
报失,bàoshī,bàoshī
愚民,yúmín,yúmín
航务,hángwù,hángwù
界标,jièbiāo,jièbiāo
芥蒂,jièdì,jièdì
前呼后拥,qiánhū-hòuyōng,qiánhū hòuyōng
欢歌笑语,huāngē-xiàoyǔ,huāngē xiàoyǔ
救生圈,jiùshēngquān,jiùshēngquān
尼古丁,nígǔdīng,nígǔdīng
照明灯,zhàomíngdēng,zhàomíngdēng
冥思苦想,míngsī-kǔxiǎng,míngsī kǔxiǎng
敷衍了事,fūyǎn-liǎoshì,fūyǎn liǎoshì
趁热打铁,chènrè-dǎtiě,chènrè dǎtiě
走读,zǒudú,zǒudú
田鼠,tiánshǔ,tiánshǔ
转道,zhuǎndào,zhuǎndào
杂烩,záhuì,záhuì
换岗,huàngǎng,huàngǎng
素朴,sùpǔ,sùpǔ
进位,jìnwèi,jìnwèi
献词,xiàncí,xiàncí
焦距,jiāojù,jiāojù
淘米,táomǐ,táomǐ
豆沙,dòushā,dòushā
暴烈,bàoliè,bàoliè
窃国,qièguó,qièguó
怠工,dàigōng,dàigōng
惨祸,cǎnhuò,cǎnhuò
守业,shǒuyè,shǒuyè
客堂,kètáng,kètáng
士绅,shìshēn,shìshēn
目力,mùlì,mùlì
出缺,chūquē,chūquē
胆寒,dǎnhán,dǎnhán
马球,mǎqiú,mǎqiú
车钱,chēqián,chēqián
葬仪,zàngyí,zàngyí
上坟,shàngfén,shàngfén
刀背,dāobèi,dāobèi
渔具,yújù,yújù
死结,sǐjié,sǐjié
水样,shuǐyàng,shuǐyàng
争持,zhēngchí,zhēngchí
甸子,diànzi,diànzi
求签,qiúqiān,qiúqiān
彩塑,cǎisù,cǎisù
讥诮,jīqiào,jīqiào
自叙,zìxù,zìxù
金曲,jīnqǔ,jīnqǔ
报验,bàoyàn,bàoyàn
乘兴,chéngxìng,chéngxìng
对唱,duìchàng,duìchàng
篆书,zhuànshū,zhuànshū
汤圆,tāngyuán,tāngyuán
赏玩,shǎngwán,shǎngwán
贤达,xiándá,xiándá
鬓角,bìnjiǎo,bìnjiǎo
备注,bèizhù,bèizhù
脉象,màixiàng,màixiàng
蜷曲,quánqū,quánqū
雨区,yǔqū,yǔqū
小楷,xiǎokǎi,xiǎokǎi
活口,huókǒu,huókǒu
祷文,dǎowén,dǎowén
寒潮,háncháo,háncháo
空场,kòngchǎng,kòngchǎng
托收,tuōshōu,tuōshōu
差强人意,chāqiáng-rényì,chāqiáng rényì
风云突变,fēngyún-tūbiàn,fēngyún tūbiàn
难言之隐,nányánzhīyǐn,nányánzhīyǐn
似懂非懂,sìdǒng-fēidǒng,sìdǒng fēidǒng
谋事,móushì,móushì
孤傲,gū'ào,gū ào
性价比,xìngjiàbǐ,xìngjiàbǐ
生活照,shēnghuózhào,shēnghuózhào
闯红灯,chuǎnghóngdēng,chuǎnghóngdēng
紧箍咒,jǐngūzhòu,jǐngūzhòu
实打实,shídǎshí,shídǎshí
檄文,xíwén,xíwén
交差,jiāochāi,jiāochāi
枉费,wǎngfèi,wǎngfèi
黑面,hēimiàn,hēimiàn
副高,fùgāo,fùgāo
拍胸脯,pāixiōngpú,pāixiōngpú
筛子,shāizi,shāizi
轮奸,lúnjiān,lúnjiān
属相,shǔxiang,shǔxiang
口干舌燥,kǒugān-shézào,kǒugān shézào
大扫除,dàsǎochú,dàsǎochú
唯唯诺诺,wéiwéi-nuònuò,wéiwéi nuònuò
将令,jiànglìng,jiànglìng
再植,zàizhí,zàizhí
识货,shíhuò,shíhuò
接骨,jiēgǔ,jiēgǔ
忘本,wàngběn,wàngběn
想头,xiǎngtou,xiǎngtou
高足,gāozú,gāozú
千呼万唤,qiānhū-wànhuàn,qiānhū wànhuàn
雾霭,wù'ǎi,wù ǎi
拒载,jùzài,jùzài
惊觉,jīngjué,jīngjué
偷眼,tōuyǎn,tōuyǎn
赊销,shēxiāo,shēxiāo
烂醉,lànzuì,lànzuì
妄自尊大,wàngzì-zūndà,wàngzì zūndà
葡萄球菌,pútáo qiújūn,pútáo qiújūn
斗笠,dǒulì,dǒulì
力排众议,lìpái-zhòngyì,lìpái zhòngyì
改色,gǎisè,gǎisè
情夫,qíngfū,qíngfū
查房,cháfáng,cháfáng
板斧,bǎnfǔ,bǎnfǔ
牢不可破,láobùkěpò,láobùkěpò
圆心,yuánxīn,yuánxīn
迷幻,míhuàn,míhuàn
校训,xiàoxùn,xiàoxùn
香椿,xiāngchūn,xiāngchūn
样书,yàngshū,yàngshū
叶酸,yèsuān,yèsuān
校点,jiàodiǎn,jiàodiǎn
黏土,niántǔ,niántǔ
唯其如此,wéiqírúcǐ,wéiqírúcǐ
暖洋洋,nuǎnyángyáng,nuǎnyángyáng
事在人为,shìzàirénwéi,shìzàirénwéi
逢场作戏,féngchǎng-zuòxì,féngchǎng zuòxì
微循环,wēixúnhuán,wēixúnhuán
螺纹钢,luówéngāng,luówéngāng
另案,lìng'àn,lìng àn
瓷瓶,cípíng,cípíng
舍近求远,shějìn-qiúyuǎn,shějìn qiúyuǎn
浮萍,fúpíng,fúpíng
疯狗,fēnggǒu,fēnggǒu
与人为善,yǔrén-wéishàn,yǔrén wéishàn
荒郊,huāngjiāo,huāngjiāo
潜台词,qiántáicí,qiántáicí
内债,nèizhài,nèizhài
栈桥,zhànqiáo,zhànqiáo
魁伟,kuíwěi,kuíwěi
小算盘,xiǎosuànpan,xiǎosuànpan
激扬,jīyáng,jīyáng
苗寨,miáozhài,miáozhài
粪土,fèntǔ,fèntǔ
良言,liángyán,liángyán
白肉,báiròu,báiròu
并拢,bìnglǒng,bìnglǒng
千锤百炼,qiānchuí-bǎiliàn,qiānchuí bǎiliàn
逐字逐句,zhúzì-zhújù,zhúzì zhújù
名节,míngjié,míngjié
甜点,tiándiǎn,tiándiǎn
村舍,cūnshè,cūnshè
无由,wúyóu,wúyóu
弹弓,dàngōng,dàngōng
腕子,wànzi,wànzi
加封,jiāfēng,jiāfēng
素昧平生,sùmèi-píngshēng,sùmèi píngshēng
孤苦伶仃,gūkǔ-língdīng,gūkǔ língdīng
书香门第,shūxiāng-méndì,shūxiāng méndì
果不其然,guǒbuqírán,guǒbuqírán
综合大学,zōnghé dàxué,zōnghé dàxué
坐以待毙,zuòyǐdàibì,zuòyǐdàibì
昭然若揭,zhāorán-ruòjiē,zhāorán ruòjiē
万马奔腾,wànmǎ-bēnténg,wànmǎ bēnténg
珠联璧合,zhūlián-bìhé,zhūlián bìhé
诗剧,shījù,shījù
宗庙,zōngmiào,zōngmiào
击穿,jīchuān,jīchuān
钉鞋,dīngxié,dīngxié
沙参,shāshēn,shāshēn
素菜,sùcài,sùcài
饭堂,fàntáng,fàntáng
冤魂,yuānhún,yuānhún
结膜,jiémó,jiémó
晚近,wǎnjìn,wǎnjìn
机位,jīwèi,jīwèi
刮脸,guāliǎn,guāliǎn
进退维谷,jìntuì-wéigǔ,jìntuì wéigǔ
轻风,qīngfēng,qīngfēng
自勉,zìmiǎn,zìmiǎn
男声,nánshēng,nánshēng
草编,cǎobiān,cǎobiān
沙丁鱼,shādīngyú,shādīngyú
耳膜,ěrmó,ěrmó
拉下马,lāxiàmǎ,lāxiàmǎ
酒食,jiǔshí,jiǔshí
马鹿,mǎlù,mǎlù
热烘烘,rèhōnghōng,rèhōnghōng
肉丸,ròuwán,ròuwán
净尽,jìngjìn,jìngjìn
扇贝,shànbèi,shànbèi
排档,páidàng,páidàng
水军,shuǐjūn,shuǐjūn
翻沉,fānchén,fānchén
翻箱倒柜,fānxiāng-dǎoguì,fānxiāng dǎoguì
船帆,chuánfān,chuánfān
游侠,yóuxiá,yóuxiá
荒诞不经,huāngdàn-bùjīng,huāngdàn bùjīng
磁体,cítǐ,cítǐ
外聘,wàipìn,wàipìn
喷薄,pēnbó,pēnbó
要言,yàoyán,yàoyán
私产,sīchǎn,sīchǎn
大红大紫,dàhóng-dàzǐ,dàhóng dàzǐ
泊地,bódì,bódì
阴极,yīnjí,yīnjí
庶几,shùjī,shùjī
罢课,bàkè,bàkè
厌弃,yànqì,yànqì
淳厚,chúnhòu,chúnhòu
草莽,cǎomǎng,cǎomǎng
道子,dàozi,dàozi
旁证,pángzhèng,pángzhèng
厚利,hòulì,hòulì
好大喜功,hàodà-xǐgōng,hàodà xǐgōng
披挂上阵,pīguà-shàngzhèn,pīguà shàngzhèn
特惠,tèhuì,tèhuì
花枝招展,huāzhī-zhāozhǎn,huāzhī zhāozhǎn
见教,jiànjiào,jiànjiào
承重,chéngzhòng,chéngzhòng
互见,hùjiàn,hùjiàn
畲族,shēzú,shēzú
肥厚,féihòu,féihòu
屯兵,túnbīng,túnbīng
情知,qíngzhī,qíngzhī
涉险,shèxiǎn,shèxiǎn
斜拉桥,xiélāqiáo,xiélāqiáo
宫墙,gōngqiáng,gōngqiáng
乡邮,xiāngyóu,xiāngyóu
称谢,chēngxiè,chēngxiè
校医,xiàoyī,xiàoyī
三夏,sānxià,sānxià
倒灌,dàoguàn,dàoguàn
公敌,gōngdí,gōngdí
裤兜,kùdōu,kùdōu
隐情,yǐnqíng,yǐnqíng
汤面,tāngmiàn,tāngmiàn
疑云,yíyún,yíyún
绕场,ràochǎng,ràochǎng
治丧,zhìsāng,zhìsāng
冷宫,lěnggōng,lěnggōng
专任,zhuānrèn,zhuānrèn
脚心,jiǎoxīn,jiǎoxīn
木头人,mùtourén,mùtourén
脱稿,tuōgǎo,tuōgǎo
失策,shīcè,shīcè
光焰,guāngyàn,guāngyàn
松香,sōngxiāng,sōngxiāng
疑惧,yíjù,yíjù
居间,jūjiān,jūjiān
反刍,fǎnchú,fǎnchú
皓月,hàoyuè,hàoyuè
桐油,tóngyóu,tóngyóu
圩堤,wéidī,wéidī
因由,yīnyóu,yīnyóu
不果,bùguǒ,bùguǒ
拼盘,pīnpán,pīnpán
引论,yǐnlùn,yǐnlùn
解手,jiěshǒu,jiěshǒu
欢宴,huānyàn,huānyàn
防污,fángwū,fángwū
断想,duànxiǎng,duànxiǎng
压担子,yādànzi,yādànzi
凤眼,fèngyǎn,fèngyǎn
岳庙,yuèmiào,yuèmiào
本票,běnpiào,běnpiào
量入为出,liàngrù-wéichū,liàngrù wéichū
其貌不扬,qímào-bùyáng,qímào bùyáng
弄巧成拙,nòngqiǎo-chéngzhuō,nòngqiǎo chéngzhuō
走钢丝,zǒugāngsī,zǒugāngsī
丈母娘,zhàngmuniáng,zhàngmuniáng
黑木耳,hēimù'ěr,hēimù ěr
皮影戏,píyǐngxì,píyǐngxì
不虚此行,bùxū-cǐxíng,bùxū cǐxíng
醉鬼,zuìguǐ,zuìguǐ
精读,jīngdú,jīngdú
风闻,fēngwén,fēngwén
尚方宝剑,shàngfāng-bǎojiàn,shàngfāng bǎojiàn
鼻炎,bíyán,bíyán
轮作,lúnzuò,lúnzuò
化为泡影,huàwéi-pàoyǐng,huàwéi pàoyǐng
可怜虫,kěliánchóng,kěliánchóng
挥洒自如,huīsǎ-zìrú,huīsǎ zìrú
土黄,tǔhuáng,tǔhuáng
说明文,shuōmíngwén,shuōmíngwén
夜曲,yèqǔ,yèqǔ
天府之国,tiānfǔzhīguó,tiānfǔzhīguó
直击,zhíjī,zhíjī
电石,diànshí,diànshí
丰裕,fēngyù,fēngyù
冬闲,dōngxián,dōngxián
汤药,tāngyào,tāngyào
里子,lǐzi,lǐzi
重利,zhònglì,zhònglì
大家闺秀,dàjiā-guīxiù,dàjiā guīxiù
涂鸦,túyā,túyā
纱线,shāxiàn,shāxiàn
自鸣得意,zìmíng-déyì,zìmíng déyì
浑浑噩噩,húnhún-è'è,húnhún è è
残部,cánbù,cánbù
效尤,xiàoyóu,xiàoyóu
奇志,qízhì,qízhì
肉饼,ròubǐng,ròubǐng
点题,diǎntí,diǎntí
海王星,hǎiwángxīng,hǎiwángxīng
珠光宝气,zhūguāng-bǎoqì,zhūguāng bǎoqì
蟾蜍,chánchú,chánchú
带薪,dàixīn,dàixīn
御敌,yùdí,yùdí
卵细胞,luǎnxìbāo,luǎnxìbāo
轮班,lúnbān,lúnbān
关停并转,guān-tíng-bìng-zhuǎn,guān tíng bìng zhuǎn
复句,fùjù,fùjù
雅士,yǎshì,yǎshì
巨奖,jùjiǎng,jùjiǎng
测距,cèjù,cèjù
栓塞,shuānsè,shuānsè
拼争,pīnzhēng,pīnzhēng
犬马,quǎnmǎ,quǎnmǎ
机不可失,jībùkěshī,jībùkěshī
内涝,nèilào,nèilào
折扇,zhéshàn,zhéshàn
披头散发,pītóu-sànfà,pītóu sànfà
冒领,màolǐng,màolǐng
心乱如麻,xīnluàn-rúmá,xīnluàn rúmá
叫花子,jiàohuāzi,jiàohuāzi
败家子,bàijiāzǐ,bàijiāzǐ
驾临,jiàlín,jiàlín
石沉大海,shíchén-dàhǎi,shíchén dàhǎi
前导,qiándǎo,qiándǎo
挡箭牌,dǎngjiànpái,dǎngjiànpái
皮夹克,píjiākè,píjiākè
强记,qiángjì,qiángjì
太师椅,tàishīyǐ,tàishīyǐ
呓语,yìyǔ,yìyǔ
门庭冷落,méntíng-lěngluò,méntíng lěngluò
杀气腾腾,shāqì-téngténg,shāqì téngténg
叙旧,xùjiù,xùjiù
大老远,dàlǎoyuǎn,dàlǎoyuǎn
洁具,jiéjù,jiéjù
盒带,hédài,hédài
灯罩,dēngzhào,dēngzhào
扶正祛邪,fúzhèng-qūxié,fúzhèng qūxié
先见之明,xiānjiànzhīmíng,xiānjiànzhīmíng
咸鱼,xiányú,xiányú
一言难尽,yīyán-nánjìn,yīyán nánjìn
调速,tiáosù,tiáosù
外场,wàichǎng,wàichǎng
弓弦,gōngxián,gōngxián
起征,qǐzhēng,qǐzhēng
航模,hángmó,hángmó
讨还,tǎohuán,tǎohuán
付与,fùyǔ,fùyǔ
土包,tǔbāo,tǔbāo
纵览,zònglǎn,zònglǎn
盛年,shèngnián,shèngnián
章鱼,zhāngyú,zhāngyú
赏金,shǎngjīn,shǎngjīn
彩礼,cǎilǐ,cǎilǐ
嗔怪,chēnguài,chēnguài
撤诉,chèsù,chèsù
反衬,fǎnchèn,fǎnchèn
花蕊,huāruǐ,huāruǐ
儿郎,érláng,érláng
粉刺,fěncì,fěncì
毛边,máobiān,máobiān
仪容,yíróng,yíróng
小百货,xiǎobǎihuò,xiǎobǎihuò
低热,dīrè,dīrè
丑行,chǒuxíng,chǒuxíng
渴盼,kěpàn,kěpàn
工房,gōngfáng,gōngfáng
踏勘,tàkān,tàkān
大吵大闹,dàchǎo-dànào,dàchǎo dànào
除根,chúgēn,chúgēn
血泡,xuèpào,xuèpào
幻梦,huànmèng,huànmèng
耍弄,shuǎnòng,shuǎnòng
点染,diǎnrǎn,diǎnrǎn
穿刺,chuāncì,chuāncì
散伙,sànhuǒ,sànhuǒ
碰杯,pèngbēi,pèngbēi
床板,chuángbǎn,chuángbǎn
低回,dīhuí,dīhuí
诡谲,guǐjué,guǐjué
可气,kěqì,kěqì
有奖销售,yǒujiǎng xiāoshòu,yǒujiǎng xiāoshòu
猎场,lièchǎng,lièchǎng
浅陋,qiǎnlòu,qiǎnlòu
告白,gàobái,gàobái
